date,country_code,country_name,new_confirmed,new_deceased,population,new_persons_fully_vaccinated,new_persons_vaccinated,investment_in_vaccines,emergency_investment_in_healthcare
2020-05-23,BR,Brazil,54149,3307,212559409,0,0,0,0
2020-10-24,BR,Brazil,85209,1420,212559409,0,0,0,0
2020-04-25,BR,Brazil,19455,1206,212559409,0,0,0,0
2020-01-20,BR,Brazil,548,0,212559409,0,0,0,0
2021-05-19,BR,Brazil,249797,8548,212559409,431998,531907,0,0
2021-08-27,BR,Brazil,88742,2488,212559409,1841320,28644,0,0
2020-06-10,BR,Brazil,108021,4312,212559409,0,0,0,0
2021-06-04,BR,Brazil,118590,4538,212559409,147720,371462,0,0
2021-08-10,BR,Brazil,111139,3974,212559409,1607610,31510,0,0
2020-06-20,BR,Brazil,108664,3462,212559409,0,0,0,0
2020-07-10,BR,Brazil,144029,4023,212559409,0,0,0,30740000
2021-05-07,BR,Brazil,252551,6962,212559409,571740,218130,0,0
2021-03-06,BR,Brazil,219394,5015,212559409,142162,0,0,0
2021-08-20,BR,Brazil,108808,2817,212559409,1781076,14936,0,0
2021-08-15,BR,Brazil,44119,875,212559409,186264,13764,0,0
2020-12-30,BR,Brazil,177627,3839,212559409,0,0,0,0
2020-04-04,BR,Brazil,4376,255,212559409,0,0,0,0
2021-02-09,BR,Brazil,163072,4190,212559409,34078,206741,0,0
2021-07-04,BR,Brazil,87493,2617,212559409,82810,59394,0,0
2020-11-16,BR,Brazil,43701,673,212559409,0,0,0,0
2020-12-28,BR,Brazil,67064,1360,212559409,0,0,0,0
2021-09-08,BR,Brazil,50368,816,212559409,2217500,7462,0,0
2020-11-18,BR,Brazil,108237,2545,212559409,0,0,0,0
2020-02-01,BR,Brazil,766,0,212559409,0,0,0,0
2020-11-14,BR,Brazil,120788,3090,212559409,0,0,0,0
2020-07-07,BR,Brazil,146266,4231,212559409,0,0,0,0
2021-04-05,BR,Brazil,90799,4183,212559409,403802,656652,0,0
2021-09-05,BR,Brazil,41311,858,212559409,448782,2964,0,0
2021-07-22,CO,Colombia,36630,1131,50882884,332779,326591,0,0
2020-06-02,CO,Colombia,4068,186,50882884,0,0,0,0
2020-06-15,CO,Colombia,5205,321,50882884,0,0,0,0
2021-03-08,CO,Colombia,10152,405,50882884,0,0,0,0
2020-12-24,CO,Colombia,43125,903,50882884,0,0,0,0
2021-01-21,CO,Colombia,45675,1437,50882884,0,0,0,0
2021-04-19,CO,Colombia,56805,1581,50882884,32892,64685,0,0
2020-11-02,CO,Colombia,17841,657,50882884,0,0,0,0
2021-01-08,CO,Colombia,57933,1068,50882884,0,0,0,0
2020-11-11,CO,Colombia,25914,609,50882884,0,0,0,0
2021-06-22,CO,Colombia,94176,2004,50882884,211493,172012,0,0
2020-11-20,CO,Colombia,37074,639,50882884,0,0,0,0
2021-08-09,CO,Colombia,11754,597,50882884,92630,179093,0,0
2020-04-07,CO,Colombia,411,27,50882884,0,0,0,0
2021-07-08,CO,Colombia,66021,1773,50882884,0,0,0,0
2021-02-10,CO,Colombia,15846,741,50882884,0,0,0,0
2021-07-02,CO,Colombia,80607,1851,50882884,191385,115535,0,0
2021-03-05,CO,Colombia,11124,474,50882884,0,0,0,0
2020-06-24,CO,Colombia,8787,462,50882884,0,0,0,0
2020-10-26,CO,Colombia,28485,663,50882884,0,0,0,0
2020-10-21,CO,Colombia,31860,621,50882884,0,0,0,0
2021-04-12,CO,Colombia,55107,1251,50882884,105972,26262,0,0
2021-05-12,CO,Colombia,50532,1632,50882884,79201,98410,0,0
2020-06-18,CO,Colombia,9381,411,50882884,0,0,0,0
2020-11-03,CO,Colombia,27600,717,50882884,0,0,0,0
2020-06-07,CO,Colombia,3810,234,50882884,0,0,0,0
2020-05-06,CO,Colombia,1143,75,50882884,0,0,0,0
2020-12-28,CO,Colombia,48579,927,50882884,0,0,0,0
2021-05-06,CO,Colombia,52521,1623,50882884,0,0,0,0
2020-07-13,CO,Colombia,22071,804,50882884,0,0,0,0
2021-04-18,CO,Colombia,32931,1428,50882884,19749,42534,0,0
2020-10-23,CO,Colombia,29124,720,50882884,0,0,0,0
2020-07-06,CO,Colombia,11064,618,50882884,0,0,0,0
2021-03-01,IN,India,36611,248,1380004385,279441,741620,0,0
2021-01-05,IN,India,53409,692,1380004385,0,0,0,0
2021-02-23,IN,India,41229,309,1380004385,343144,488989,0,0
2021-02-03,IN,India,35295,293,1380004385,0,619385,0,0
2020-11-26,IN,India,117682,1316,1380004385,0,0,0,0
2021-08-27,IN,India,139475,1506,1380004385,5950551,15932903,0,0
2021-03-03,IN,India,48552,256,1380004385,324122,1577158,0,0
2021-07-29,IN,India,129772,1681,1380004385,3430044,7150955,0,0
2020-05-20,IN,India,16043,401,1380004385,0,0,0,0
2020-08-15,IN,India,179891,2794,1380004385,0,0,0,0
2021-03-09,IN,India,55441,350,1380004385,586804,2057198,0,0
2020-10-11,IN,India,182197,2255,1380004385,0,0,0,0
2021-03-10,IN,India,65693,328,1380004385,567625,2029614,0,0
2021-09-16,IN,India,105973,942,1380004385,6690729,9884586,0,0
2020-09-16,IN,India,278149,3344,1380004385,0,0,0,0
2021-04-28,IN,India,1098060,10267,1380004385,1785272,2495923,0,0
2021-07-01,IN,India,135295,2407,1380004385,2291094,7604136,0,0
2020-08-26,IN,India,220106,2997,1380004385,0,0,0,0
2020-08-09,IN,India,171472,2835,1380004385,0,0,0,0
2020-05-28,IN,India,20238,597,1380004385,0,0,0,0
2021-03-22,IN,India,124428,634,1380004385,683911,6078023,0,0
2020-10-02,IN,India,224537,2977,1380004385,0,0,0,0
2021-08-04,IN,India,129596,1521,1380004385,2027003,6049333,0,0
2020-10-20,IN,India,154731,2049,1380004385,0,0,0,0
2020-07-13,IN,India,82484,1590,1380004385,0,0,0,0
2020-11-30,IN,India,91507,1294,1380004385,0,0,0,0
2020-07-18,IN,India,110988,1722,1380004385,0,0,0,0
2021-06-03,MX,Mexico,7902,189,110991953,497907,567427,0,0
2020-08-29,MX,Mexico,9498,1545,110991953,0,0,0,0
2020-05-01,MX,Mexico,4655,1229,110991953,0,0,0,0
2020-05-23,MX,Mexico,7233,1614,110991953,0,0,0,0
2020-04-01,MX,Mexico,1146,66,110991953,0,0,0,0
2020-08-17,MX,Mexico,20706,1875,110991953,0,0,0,0
2020-09-07,MX,Mexico,19266,1470,110991953,0,0,0,0
2020-04-09,MX,Mexico,1449,186,110991953,0,0,0,0
2020-09-20,MX,Mexico,5589,1269,110991953,0,0,0,0
2020-04-08,MX,Mexico,1746,150,110991953,0,0,0,0
2020-11-17,MX,Mexico,28857,1692,110991953,0,0,0,0
2021-03-12,MX,Mexico,15549,1206,110991953,3460,513671,0,0
2021-09-14,MX,Mexico,29773,1182,110991953,682124,232702,0,0
2020-07-12,MX,Mexico,9825,2274,110991953,0,0,0,0
2020-12-15,MX,Mexico,42081,2244,110991953,0,0,0,0
2020-08-26,MX,Mexico,21093,1563,110991953,0,0,0,0
2020-10-07,MX,Mexico,17319,1062,110991953,0,0,0,0
2021-07-28,MX,Mexico,60912,1296,110991953,348920,877085,0,0
2021-03-29,MX,Mexico,15594,969,110991953,27655,266005,0,0
2020-08-30,MX,Mexico,6726,1575,110991953,0,0,0,0
2021-06-11,MX,Mexico,9725,318,110991953,163509,394849,0,0
2021-03-16,MX,Mexico,20022,1140,110991953,0,0,0,0
2020-07-30,MX,Mexico,22716,2244,110991953,0,0,0,0
2021-03-18,MX,Mexico,14868,1071,110991953,19921,189979,0,0
2020-12-14,MX,Mexico,43065,2217,110991953,0,0,0,0
2020-07-25,MX,Mexico,12630,2331,110991953,0,0,0,0
2020-07-24,MX,Mexico,24093,2199,110991953,0,0,0,0
2021-02-04,MX,Mexico,32763,3168,110991953,6580,1907,0,0
2021-01-31,MX,Mexico,11019,3426,110991953,2833,187,0,0
2021-09-18,MX,Mexico,10680,1002,110991953,235738,202618,0,0
2020-11-11,MX,Mexico,25071,1545,110991953,0,0,0,0
2021-07-31,MX,Mexico,27683,1470,110991953,64757,597512,0,0
2020-12-11,MX,Mexico,37464,2085,110991953,0,0,0,0
2021-01-27,MX,Mexico,44760,3888,110991953,0,3725,0,0
2021-05-15,MX,Mexico,3621,294,110991953,0,0,0,0
2021-08-04,MX,Mexico,64053,1614,110991953,350588,682441,0,0
2021-08-23,BR,Brazil,42748,1031,212559409,1640252,17398,0,0
2021-05-08,BR,Brazil,202225,7145,212559409,159612,0,0,0
2021-03-27,BR,Brazil,266671,11142,212559409,62054,434093,0,0
2021-06-14,BR,Brazil,123571,2598,212559409,142038,736553,0,0
2020-07-24,BR,Brazil,178965,3765,212559409,0,0,0,11163469
2021-03-16,BR,Brazil,266663,9095,212559409,241240,0,0,0
2021-08-14,BR,Brazil,100425,3015,212559409,850718,32598,0,0
2020-09-24,BR,Brazil,104690,2736,212559409,0,0,0,0
2021-03-19,BR,Brazil,286136,9097,212559409,163986,260705,0,0
2020-07-25,BR,Brazil,162549,3911,212559409,0,0,0,0
2021-04-21,BR,Brazil,255512,11284,212559409,448138,112673,0,0
2020-06-06,BR,Brazil,88487,3012,212559409,0,0,0,0
2020-10-30,BR,Brazil,70734,1681,212559409,0,0,0,0
2020-07-22,BR,Brazil,215814,4209,212559409,0,0,0,0
2020-09-26,BR,Brazil,88949,2822,212559409,0,0,0,0
2020-10-28,BR,Brazil,90493,1677,212559409,0,0,0,0
2021-04-28,BR,Brazil,255237,10194,212559409,1239086,391454,0,0
2021-07-16,BR,Brazil,143200,4683,212559409,1000216,269510,0,0
2021-04-12,BR,Brazil,113348,4748,212559409,699810,426189,0,0
2020-05-06,BR,Brazil,36491,2045,212559409,0,0,0,14978072
2021-05-21,BR,Brazil,240348,7085,212559409,511894,0,0,0
2020-09-17,BR,Brazil,117000,2724,212559409,0,0,0,0
2020-10-05,BR,Brazil,40173,1043,212559409,0,0,0,0
2020-07-03,BR,Brazil,135075,4251,212559409,0,0,0,0
2021-05-23,BR,Brazil,126085,6771,212559409,453220,0,0,0
2021-06-29,BR,Brazil,205951,6088,212559409,560332,375038,0,0
2021-08-31,BR,Brazil,79704,2767,212559409,2621158,8294,0,0
2020-08-02,BR,Brazil,82392,1748,212559409,0,0,0,0
2021-08-30,BR,Brazil,34104,839,212559409,1429592,-6410,0,0
2020-08-07,BR,Brazil,159908,3509,212559409,0,0,0,0
2021-02-28,BR,Brazil,108420,2288,212559409,16514,80792,0,0
2021-07-26,BR,Brazil,74911,1902,212559409,977650,76674,0,0
2021-06-02,BR,Brazil,302160,8011,212559409,576146,558165,0,0
2020-06-27,BR,Brazil,124315,3660,212559409,0,0,127000000,0
2021-06-10,BR,Brazil,276031,8099,212559409,231742,963979,0,0
2021-07-31,BR,Brazil,122461,3006,212559409,752614,29544,0,0
2021-02-12,BR,Brazil,162589,4011,212559409,137204,260195,0,0
2021-08-07,BR,Brazil,134860,3175,212559409,612254,8808,0,0
2020-12-16,BR,Brazil,231980,3076,212559409,0,0,0,0
2021-04-30,BR,Brazil,217130,8331,212559409,1039728,371174,0,0
2020-06-08,BR,Brazil,50777,2279,212559409,0,0,0,0
2021-01-01,BR,Brazil,77567,1483,212559409,0,0,0,0
2020-09-11,BR,Brazil,137846,2796,212559409,0,0,0,0
2021-04-02,BR,Brazil,223147,9576,212559409,77188,1178156,0,0
2021-06-25,BR,Brazil,249064,6442,212559409,371608,0,0,0
2020-06-07,BR,Brazil,61100,1726,212559409,0,0,0,0
2020-10-22,BR,Brazil,79602,1607,212559409,0,0,0,0
2021-01-25,BR,Brazil,88824,1881,212559409,0,95886,0,0
2020-10-26,BR,Brazil,51353,839,212559409,0,0,0,0
2020-08-09,BR,Brazil,72337,1855,212559409,0,0,0,0
2021-03-12,BR,Brazil,272105,7021,212559409,310794,268122,0,0
2020-05-17,BR,Brazil,26380,1673,212559409,0,0,0,0
2021-02-11,BR,Brazil,173676,4252,212559409,58212,256398,0,0
2020-08-11,BR,Brazil,166242,4103,212559409,0,0,0,0
2020-09-27,BR,Brazil,47147,1072,212559409,0,0,0,0
2021-02-01,BR,Brazil,80253,1740,212559409,0,61101,0,0
2021-03-15,BR,Brazil,118211,3305,212559409,214662,357509,0,0
2021-08-11,BR,Brazil,102671,3236,212559409,1306420,23096,0,0
2020-09-02,BR,Brazil,147894,3669,212559409,0,0,0,0
2021-05-17,BR,Brazil,94475,2461,212559409,495580,554606,0,0
2020-05-20,BR,Brazil,67418,3034,212559409,0,0,0,0
2021-07-28,BR,Brazil,153414,4349,212559409,1558590,125378,0,0
2020-11-12,BR,Brazil,108419,2998,212559409,0,0,0,0
2021-01-16,BR,Brazil,194221,3339,212559409,0,0,0,0
2020-05-16,BR,Brazil,50582,2815,212559409,0,0,0,0
2020-07-29,BR,Brazil,220254,5163,212559409,0,0,0,0
2021-05-10,BR,Brazil,80159,2798,212559409,673154,378531,0,0
2020-07-17,BR,Brazil,109814,3794,212559409,0,0,0,0
2020-08-18,BR,Brazil,151748,4416,212559409,0,0,0,0
2021-05-13,BR,Brazil,238066,7735,212559409,284578,759939,0,0
2020-09-29,BR,Brazil,100958,2841,212559409,0,0,0,0
2021-01-12,BR,Brazil,204946,3600,212559409,0,0,0,0
2021-01-06,BR,Brazil,201630,3925,212559409,0,0,0,0
2021-01-10,BR,Brazil,94804,1469,212559409,0,0,0,0
2020-05-29,BR,Brazil,88743,3899,212559409,0,0,0,0
2021-05-05,BR,Brazil,235008,9087,212559409,711726,606538,0,0
2021-08-02,BR,Brazil,47877,1274,212559409,1044048,52796,0,0
2021-06-06,BR,Brazil,123983,2717,212559409,60942,225526,0,0
2020-12-10,BR,Brazil,167328,2508,212559409,0,0,0,0
2021-08-18,BR,Brazil,133649,3518,212559409,1702436,14790,0,0
2021-07-29,BR,Brazil,134137,4212,212559409,1421224,93368,0,0
2021-06-24,BR,Brazil,230372,6520,212559409,634644,1179925,0,0
2020-07-08,BR,Brazil,143311,4039,212559409,0,0,0,0
2020-04-26,BR,Brazil,11379,650,212559409,0,0,0,0
2020-11-22,BR,Brazil,58080,609,212559409,0,0,0,0
2020-07-27,BR,Brazil,77234,1976,212559409,0,0,0,0
2020-11-08,BR,Brazil,33407,401,212559409,0,0,0,0
2020-05-03,BR,Brazil,15414,979,212559409,0,0,0,0
2021-05-11,BR,Brazil,230181,7506,212559409,613578,546650,0,0
2020-09-20,BR,Brazil,52698,1184,212559409,0,0,0,0
2021-02-24,BR,Brazil,209857,4580,212559409,322702,113209,0,0
2020-05-04,BR,Brazil,23915,973,212559409,0,0,0,10484739
2021-01-20,BR,Brazil,200934,4239,212559409,0,17073,0,0
2020-10-15,BR,Brazil,89582,2265,212559409,0,0,0,0
2021-08-28,BR,Brazil,80091,2288,212559409,1323596,8644,0,0
2020-05-19,BR,Brazil,59323,4039,212559409,0,0,0,0
2021-03-24,BR,Brazil,282615,6330,212559409,221178,589282,0,0
2020-10-01,BR,Brazil,117906,2407,212559409,0,0,0,0
2021-06-21,BR,Brazil,120359,2381,212559409,241254,1292879,0,0
2020-07-21,BR,Brazil,129802,4523,212559409,0,0,0,0
2020-09-18,BR,Brazil,126996,2786,212559409,0,0,0,0
2020-10-20,BR,Brazil,73052,2125,212559409,0,0,0,0
2021-06-05,BR,Brazil,209301,5470,212559409,195296,568686,0,0
2021-02-04,BR,Brazil,180264,3862,212559409,0,551353,0,0
2020-08-20,BR,Brazil,144654,4007,212559409,0,0,0,0
2021-08-19,BR,Brazil,117582,3200,212559409,2079880,21792,0,0
2021-03-30,BR,Brazil,266480,12371,212559409,259154,124480,0,0
2020-03-22,BR,Brazil,1406,14,212559409,0,0,0,0
2020-06-05,BR,Brazil,101262,3412,212559409,0,0,0,0
2020-06-04,BR,Brazil,100233,5071,212559409,0,0,0,0
2020-06-01,BR,Brazil,41717,2160,212559409,0,0,0,0
2020-04-11,BR,Brazil,3958,230,212559409,0,0,0,2355300
2020-08-21,BR,Brazil,97360,3466,212559409,0,0,0,0
2020-12-18,BR,Brazil,166033,2644,212559409,0,0,0,0
2020-10-19,BR,Brazil,50264,842,212559409,0,0,0,0
2021-07-21,BR,Brazil,170887,4634,212559409,1361460,147168,0,0
2020-08-13,BR,Brazil,195157,4165,212559409,0,0,0,0
2020-04-02,BR,Brazil,4037,219,212559409,0,0,0,9191176
2020-07-20,BR,Brazil,65961,2024,212559409,0,0,0,0
2021-03-22,BR,Brazil,162375,4385,212559409,180748,440498,0,0
2020-06-17,BR,Brazil,104188,4317,212559409,0,0,0,0
2020-11-06,BR,Brazil,68033,960,212559409,0,0,0,0
2021-06-28,BR,Brazil,86347,1921,212559409,268266,306851,0,0
2021-02-23,BR,Brazil,197003,4448,212559409,282812,145793,0,0
2020-11-11,BR,Brazil,155663,1776,212559409,0,0,0,0
2020-06-12,BR,Brazil,84575,3048,212559409,0,0,0,0
2021-08-21,BR,Brazil,91401,2309,212559409,853020,15752,0,0
2020-11-19,BR,Brazil,114078,1978,212559409,0,0,0,0
2020-11-25,BR,Brazil,152711,2136,212559409,0,0,0,0
2021-02-20,BR,Brazil,182364,3934,212559409,152174,115878,0,0
2020-03-29,BR,Brazil,1266,86,212559409,0,0,0,0
2020-08-12,BR,Brazil,180855,3866,212559409,0,0,0,0
2021-02-14,BR,Brazil,79496,2266,212559409,47278,95975,0,0
2020-06-19,BR,Brazil,179737,4057,212559409,0,0,0,0
2020-11-28,BR,Brazil,162666,1923,212559409,0,0,0,0
2021-02-17,BR,Brazil,183437,3714,212559409,332446,1690,0,0
2021-04-25,BR,Brazil,102607,4193,212559409,142638,185432,0,0
2021-06-08,BR,Brazil,170142,7656,212559409,369168,0,0,0
2020-04-08,BR,Brazil,7905,478,212559409,0,0,0,63171900
2020-09-13,BR,Brazil,47133,1327,212559409,0,0,0,0
2020-12-05,BR,Brazil,136150,2169,212559409,0,0,0,0
2021-04-19,BR,Brazil,96776,4279,212559409,1192780,426655,0,0
2021-08-03,BR,Brazil,103888,3981,212559409,1305218,46278,0,0
2020-11-07,BR,Brazil,61400,753,212559409,0,0,0,0
2021-09-07,BR,Brazil,45494,1225,212559409,632176,4918,0,0
2021-02-03,BR,Brazil,177003,3867,212559409,0,229153,0,0
2021-07-27,BR,Brazil,131561,4290,212559409,1225828,75852,0,0
2020-12-26,BR,Brazil,55473,950,212559409,0,0,0,0
2021-05-29,BR,Brazil,249951,6504,212559409,164766,391947,0,0
2020-08-03,BR,Brazil,54234,1809,212559409,0,0,0,0
2020-04-09,BR,Brazil,6900,474,212559409,0,0,0,1958820
2021-04-15,BR,Brazil,231442,11547,212559409,840246,0,0,0
2020-05-14,BR,Brazil,46523,2899,212559409,0,0,0,0
2021-02-16,BR,Brazil,184339,3718,212559409,543824,248207,0,0
2021-07-25,BR,Brazil,57484,1507,212559409,216282,22822,0,0
2021-04-09,BR,Brazil,293400,12131,212559409,888074,500813,0,0
2020-08-10,BR,Brazil,72047,2207,212559409,0,0,0,0
2020-12-24,BR,Brazil,194684,2570,212559409,0,0,0,0
2021-01-05,BR,Brazil,180879,3844,212559409,0,0,0,0
2021-07-06,BR,Brazil,197584,5719,212559409,467206,439842,0,0
2020-12-22,BR,Brazil,173387,3108,212559409,0,0,0,0
2020-11-30,BR,Brazil,66607,917,212559409,0,0,0,0
2021-04-17,BR,Brazil,214810,9623,212559409,671166,0,0,482672939
2020-09-14,BR,Brazil,50698,1218,212559409,0,0,0,0
2020-10-18,BR,Brazil,34531,737,212559409,0,0,0,0
2021-06-09,BR,Brazil,268501,8808,212559409,264094,2663142,0,0
2021-09-13,BR,Brazil,21098,688,212559409,2045716,6118,0,0
2021-08-17,BR,Brazil,119694,3684,212559409,2294528,46090,0,0
2021-02-06,BR,Brazil,158345,3000,212559409,35430,324515,0,0
2020-05-18,BR,Brazil,43375,2343,212559409,0,0,0,0
2020-04-24,BR,Brazil,12637,1258,212559409,0,0,0,0
2021-03-10,BR,Brazil,267887,7206,212559409,352452,150385,0,0
2021-07-24,BR,Brazil,125321,3612,212559409,548928,55252,0,0
2020-05-01,BR,Brazil,20562,1476,212559409,0,0,0,0
2021-07-30,BR,Brazil,129395,3117,212559409,1443618,68788,0,0
2021-09-11,BR,Brazil,45012,2408,212559409,1748942,6080,0,0
2021-06-26,BR,Brazil,202226,5147,212559409,120862,76239,0,0
2021-06-19,BR,Brazil,257954,7403,212559409,149306,1005659,0,0
2020-06-09,BR,Brazil,104596,4279,212559409,0,0,0,0
2021-03-31,BR,Brazil,291502,12534,212559409,276988,808867,0,942357547
2020-10-27,BR,Brazil,95046,1757,212559409,0,0,0,0
2020-11-17,BR,Brazil,112349,2303,212559409,0,0,0,0
2020-07-15,BR,Brazil,127653,4083,212559409,0,0,0,0
2021-05-20,BR,Brazil,259289,7786,212559409,559992,561647,0,0
2020-09-21,BR,Brazil,43494,1216,212559409,0,0,0,0
2021-04-01,BR,Brazil,291929,12439,212559409,296444,0,0,0
2020-06-28,BR,Brazil,98594,1781,212559409,0,0,0,0
2021-07-14,BR,Brazil,181097,4992,212559409,942082,356980,0,0
2020-12-20,BR,Brazil,79079,1285,212559409,0,0,0,0
2021-04-13,BR,Brazil,260795,12398,212559409,676324,2521447,0,0
2021-09-03,BR,Brazil,82422,2541,212559409,2359876,16024,0,0
2020-06-14,BR,Brazil,57347,1982,212559409,0,0,0,0
2021-04-10,BR,Brazil,229528,8572,212559409,272438,626958,0,0
2020-10-09,BR,Brazil,86952,2227,212559409,0,0,0,0
2021-06-07,BR,Brazil,119513,3154,212559409,213934,0,0,0
2020-07-11,BR,Brazil,123424,3508,212559409,0,0,0,0
2020-08-24,BR,Brazil,55196,1867,212559409,0,0,0,0
2020-05-10,BR,Brazil,22512,1676,212559409,0,0,0,0
2020-05-26,BR,Brazil,54596,3561,212559409,0,0,0,0
2021-07-20,BR,Brazil,87050,4612,212559409,1134032,206066,0,0
2020-12-11,BR,Brazil,171729,2164,212559409,0,0,0,0
2021-01-29,BR,Brazil,190068,3558,212559409,0,205951,0,0
2021-08-22,BR,Brazil,45995,1030,212559409,306046,9712,0,0
2021-05-26,BR,Brazil,253221,7663,212559409,461236,536949,0,0
2021-02-05,BR,Brazil,161416,3944,212559409,3924,1849,0,0
2020-05-31,BR,Brazil,50566,1620,212559409,0,0,0,0
2021-03-26,BR,Brazil,270250,11842,212559409,193012,413569,0,0
2021-02-02,BR,Brazil,170095,3772,212559409,0,184927,0,0
2021-09-06,BR,Brazil,29684,585,212559409,1429132,6042,0,0
2020-11-05,BR,Brazil,70425,2066,212559409,0,0,0,0
2020-08-17,BR,Brazil,62504,2188,212559409,0,0,0,0
2021-03-11,BR,Brazil,238130,7124,212559409,293716,240713,0,0
2021-03-14,BR,Brazil,142610,3583,212559409,29386,48887,0,0
2021-04-03,BR,Brazil,139668,6430,212559409,145514,277551,0,0
2020-11-09,BR,Brazil,35050,761,212559409,0,0,0,0
2020-12-25,BR,Brazil,72419,1536,212559409,0,0,0,0
2020-10-25,BR,Brazil,43112,742,212559409,0,0,0,0
2020-05-25,BR,Brazil,39812,2773,212559409,0,0,0,0
2020-10-03,BR,Brazil,82804,1944,212559409,0,0,0,0
2021-04-27,BR,Brazil,228388,10048,212559409,1652670,574750,0,0
2020-12-01,BR,Brazil,160829,2301,212559409,0,0,0,0
2020-10-17,BR,Brazil,75271,1472,212559409,0,0,0,0
2020-11-29,BR,Brazil,76803,853,212559409,0,0,0,0
2020-10-21,BR,Brazil,78194,1824,212559409,0,0,0,0
2020-07-13,BR,Brazil,66529,2403,212559409,0,0,0,0
2021-08-12,BR,Brazil,127152,3743,212559409,1444414,32378,0,0
2021-05-04,BR,Brazil,247342,9613,212559409,863904,793932,0,0
2021-01-09,BR,Brazil,193970,3716,212559409,0,0,0,0
2021-04-07,BR,Brazil,291708,12366,212559409,439424,1067936,0,0
2020-09-12,BR,Brazil,105386,2636,212559409,0,0,0,0
2020-07-02,BR,Brazil,156347,4112,212559409,0,0,0,0
2020-05-09,BR,Brazil,35984,2482,212559409,0,0,0,0
2021-01-13,BR,Brazil,196062,4066,212559409,0,0,0,0
2021-04-20,BR,Brazil,218831,10701,212559409,1044760,28814,0,0
2021-05-12,BR,Brazil,241750,8007,212559409,567500,685064,0,0
2021-05-24,BR,Brazil,117127,2470,212559409,572924,0,0,0
2020-08-01,BR,Brazil,142969,3525,212559409,0,0,0,0
2020-08-19,BR,Brazil,157494,3996,212559409,0,0,0,0
2020-11-24,BR,Brazil,98242,2071,212559409,0,0,0,0
2021-05-27,BR,Brazil,212938,7261,212559409,418950,488288,0,0
2021-07-15,BR,Brazil,165356,4945,212559409,343812,576136,0,0
2020-12-06,BR,Brazil,82810,1007,212559409,0,0,0,0
2020-09-30,BR,Brazil,105512,3213,212559409,0,0,0,0
2021-06-22,BR,Brazil,276230,6881,212559409,280312,0,0,0
2021-04-11,BR,Brazil,116944,5762,212559409,137016,140606,0,0
2021-02-18,BR,Brazil,164591,4308,212559409,341836,156918,0,0
2020-06-25,BR,Brazil,128583,3784,212559409,0,0,0,0
2020-08-25,BR,Brazil,152591,4144,212559409,0,0,0,0
2020-10-06,BR,Brazil,133165,2666,212559409,0,0,0,0
2021-01-03,BR,Brazil,54699,920,212559409,0,0,0,0
2021-02-21,BR,Brazil,92102,1641,212559409,76764,61547,0,0
2020-08-08,BR,Brazil,158508,2914,212559409,0,0,0,0
2021-01-28,BR,Brazil,197934,4412,212559409,0,321015,0,0
2020-03-02,BR,Brazil,180,0,212559409,0,0,0,0
2021-06-01,BR,Brazil,247131,7776,212559409,415580,563996,0,0
2020-03-11,BR,Brazil,316,0,212559409,0,0,0,0
2021-07-07,BR,Brazil,169794,5217,212559409,463522,759792,0,0
2020-05-07,BR,Brazil,34047,2128,212559409,0,0,0,0
2020-02-20,BR,Brazil,311,0,212559409,0,0,0,0
2020-10-11,BR,Brazil,39051,930,212559409,0,0,0,0
2021-06-18,BR,Brazil,312302,7975,212559409,241620,1203790,0,0
2021-02-13,BR,Brazil,139479,3257,212559409,31524,360468,0,0
2021-06-12,BR,Brazil,247681,6572,212559409,79446,0,0,0
2020-11-04,BR,Brazil,76035,2016,212559409,0,0,0,0
2021-03-18,BR,Brazil,275743,8844,212559409,217276,258338,0,0
2021-08-06,BR,Brazil,133188,3419,212559409,1293974,51134,0,0
2021-03-07,BR,Brazil,287212,3535,212559409,64108,0,0,0
2021-01-26,BR,Brazil,195251,3741,212559409,0,148275,0,0
2021-03-05,BR,Brazil,238737,5757,212559409,299178,283294,0,0
2020-08-16,BR,Brazil,72865,1965,212559409,0,0,0,0
2020-11-15,BR,Brazil,45018,446,212559409,0,0,0,0
2020-09-25,BR,Brazil,101909,2321,212559409,0,0,0,0
2020-05-24,BR,Brazil,51877,2179,212559409,0,0,0,0
2021-01-02,BR,Brazil,50621,979,212559409,0,0,0,0
2020-06-26,BR,Brazil,151342,3315,212559409,0,0,0,0
2020-12-21,BR,Brazil,80413,1636,212559409,0,0,0,0
2020-12-27,BR,Brazil,58828,1070,212559409,0,0,0,0
2021-03-08,BR,Brazil,104728,3150,212559409,263580,0,0,0
2020-12-12,BR,Brazil,137402,2177,212559409,0,0,0,0
2021-02-22,BR,Brazil,86837,1986,212559409,245824,39172,0,0
2021-03-17,BR,Brazil,285222,8466,212559409,253622,531832,0,0
2021-07-13,BR,Brazil,143447,5173,212559409,758038,374392,0,0
2020-10-12,BR,Brazil,26690,640,212559409,0,0,0,0
2021-07-22,BR,Brazil,155803,4535,212559409,1615864,121622,0,0
2020-05-11,BR,Brazil,20190,1367,212559409,0,0,0,0
2021-08-05,BR,Brazil,143057,3520,212559409,1242672,46430,0,0
2020-06-22,BR,Brazil,69702,2118,212559409,0,0,0,0
2021-04-23,BR,Brazil,218381,9498,212559409,1770298,1057038,0,0
2020-10-02,BR,Brazil,108694,2318,212559409,0,0,0,0
